"method","f","Tt","replica","rmse_lambda1"
"stan","sinusoidal",400,61,0.455198334331994
"montoril","constant",800,61,0.569454390599522
"pg_apf","constant",800,61,0.567648655070827
"sir_laplace","constant",800,61,0.569461025478365
"sir_collapsed","constant",800,61,0.571760391684078
"stan","constant",800,61,0.567935458969677
"montoril","linear",800,61,0.44084677082801
"pg_apf","linear",800,61,0.439802651489007
"sir_laplace","linear",800,61,0.438250673148736
"sir_collapsed","linear",800,61,0.447167438658321
"stan","linear",800,61,0.439815205164303
"montoril","quadratic",800,61,0.4412704129515
"pg_apf","quadratic",800,61,0.434316110335461
"sir_laplace","quadratic",800,61,0.437175984845014
"sir_collapsed","quadratic",800,61,0.442275354114059
"stan","quadratic",800,61,0.436405598813126
"montoril","sinusoidal",800,61,0.444216634172289
"pg_apf","sinusoidal",800,61,0.432379918312489
"sir_laplace","sinusoidal",800,61,0.436424805939616
"sir_collapsed","sinusoidal",800,61,0.440831134572832
"stan","sinusoidal",800,61,0.438893140720711
"montoril","constant",1600,61,0.451801246015987
"pg_apf","constant",1600,61,0.455545755325354
"sir_laplace","constant",1600,61,0.455047694837034
"sir_collapsed","constant",1600,61,0.456897138695513
"stan","constant",1600,61,0.455012161649155
"montoril","linear",1600,61,0.342606972747157
"pg_apf","linear",1600,61,0.337821823705618
"sir_laplace","linear",1600,61,0.340538081094735
"sir_collapsed","linear",1600,61,0.343109869229605
"stan","linear",1600,61,0.339663984352034
"montoril","quadratic",1600,61,0.358129636012277
"pg_apf","quadratic",1600,61,0.353459038030785
"sir_laplace","quadratic",1600,61,0.354531062716778
"sir_collapsed","quadratic",1600,61,0.357410866568054
"stan","quadratic",1600,61,0.355221649995107
"montoril","sinusoidal",1600,61,0.35354993346035
"pg_apf","sinusoidal",1600,61,0.34930997924009
"sir_laplace","sinusoidal",1600,61,0.350064107370174
"sir_collapsed","sinusoidal",1600,61,0.353599435698701
"stan","sinusoidal",1600,61,0.350378848032994
"montoril","constant",200,62,0.621763458872102
"pg_apf","constant",200,62,0.62011608249364
"sir_laplace","constant",200,62,0.621208133190494
"sir_collapsed","constant",200,62,0.626627409827549
"stan","constant",200,62,0.615529087700848
"montoril","linear",200,62,0.289165887849573
"pg_apf","linear",200,62,0.296455896455456
"sir_laplace","linear",200,62,0.299242982766508
"sir_collapsed","linear",200,62,0.308304776001352
"stan","linear",200,62,0.301274819530109
"montoril","quadratic",200,62,0.353548347110226
"pg_apf","quadratic",200,62,0.354528845891811
"sir_laplace","quadratic",200,62,0.359251450015597
"sir_collapsed","quadratic",200,62,0.358919321421056
"stan","quadratic",200,62,0.358706429424446
"montoril","sinusoidal",200,62,0.333488306861893
"pg_apf","sinusoidal",200,62,0.325086301320569
"sir_laplace","sinusoidal",200,62,0.328348642753791
"sir_collapsed","sinusoidal",200,62,0.34187357416304
"stan","sinusoidal",200,62,0.334964225144215
"montoril","constant",400,62,0.663900937080865
"pg_apf","constant",400,62,0.654921672321461
"sir_laplace","constant",400,62,0.65190749148776
"sir_collapsed","constant",400,62,0.647689816579369
"stan","constant",400,62,0.65559718612859
"montoril","linear",400,62,0.331064864604317
"pg_apf","linear",400,62,0.339896922186014
"sir_laplace","linear",400,62,0.332959425988357
"sir_collapsed","linear",400,62,0.331467541618692
"stan","linear",400,62,0.338454670319417
"montoril","quadratic",400,62,0.325210092336341
"pg_apf","quadratic",400,62,0.339732881692251
"sir_laplace","quadratic",400,62,0.334254996180968
"sir_collapsed","quadratic",400,62,0.332319099922648
"stan","quadratic",400,62,0.337059127611693
"montoril","sinusoidal",400,62,0.39925945004859
"pg_apf","sinusoidal",400,62,0.391429520505566
"sir_laplace","sinusoidal",400,62,0.380598998332191
"sir_collapsed","sinusoidal",400,62,0.384353065327333
"stan","sinusoidal",400,62,0.390066586067721
"montoril","constant",800,62,0.587646176030412
"pg_apf","constant",800,62,0.585113281446844
"sir_laplace","constant",800,62,0.585529049279085
"sir_collapsed","constant",800,62,0.586155833553357
"stan","constant",800,62,0.585319827370344
"montoril","linear",800,62,0.349455651883578
"pg_apf","linear",800,62,0.340920631845166
"sir_laplace","linear",800,62,0.341637662188476
"sir_collapsed","linear",800,62,0.344352916254648
"stan","linear",800,62,0.340560464344626
"montoril","quadratic",800,62,0.347368381278684
"pg_apf","quadratic",800,62,0.329276801347399
"sir_laplace","quadratic",800,62,0.328251939657282
"sir_collapsed","quadratic",800,62,0.332755451941936
"stan","quadratic",800,62,0.329180427723314
"montoril","sinusoidal",800,62,0.368294173877268
"pg_apf","sinusoidal",800,62,0.361853363691486
"sir_laplace","sinusoidal",800,62,0.363425204147036
"sir_collapsed","sinusoidal",800,62,0.367952104746883
"stan","sinusoidal",800,62,0.36285323035831
"montoril","constant",1600,62,0.464988540425015
"pg_apf","constant",1600,62,0.461975549021584
"sir_laplace","constant",1600,62,0.46644354282587
"sir_collapsed","constant",1600,62,0.468859961245296
"stan","constant",1600,62,0.463336021769531
"montoril","linear",1600,62,0.347892358621546
"pg_apf","linear",1600,62,0.331871703014049
"sir_laplace","linear",1600,62,0.334938146048795
"sir_collapsed","linear",1600,62,0.340277148237266
"stan","linear",1600,62,0.335187846294506
"montoril","quadratic",1600,62,0.345948697132614
"pg_apf","quadratic",1600,62,0.335517226464768
"sir_laplace","quadratic",1600,62,0.343053799731967
"sir_collapsed","quadratic",1600,62,0.347357668491165
"stan","quadratic",1600,62,0.342247077178075
"montoril","sinusoidal",1600,62,0.353171182168963
"pg_apf","sinusoidal",1600,62,0.354808468877655
"sir_laplace","sinusoidal",1600,62,0.361615239438994
"sir_collapsed","sinusoidal",1600,62,0.361157400316801
"stan","sinusoidal",1600,62,0.359323031804974
"montoril","constant",200,63,0.857536494672011
"pg_apf","constant",200,63,0.86820765784433
"sir_laplace","constant",200,63,0.860173418023295
"sir_collapsed","constant",200,63,0.855575466748852
"stan","constant",200,63,0.864607727476031
"montoril","linear",200,63,0.470753829190171
"pg_apf","linear",200,63,0.461249322895492
"sir_laplace","linear",200,63,0.455299843501317
"sir_collapsed","linear",200,63,0.445467391936401
"stan","linear",200,63,0.457244564944462
"montoril","quadratic",200,63,0.45775734487819
"pg_apf","quadratic",200,63,0.448072557412358
"sir_laplace","quadratic",200,63,0.442172036023324
"sir_collapsed","quadratic",200,63,0.43517763321228
"stan","quadratic",200,63,0.44944374402067
"montoril","sinusoidal",200,63,0.456119828806923
"pg_apf","sinusoidal",200,63,0.45872131041646
"sir_laplace","sinusoidal",200,63,0.45882186734503
"sir_collapsed","sinusoidal",200,63,0.453218957457811
"stan","sinusoidal",200,63,0.465205067171013
"montoril","constant",400,63,0.625701725596317
"pg_apf","constant",400,63,0.625937616173429
"sir_laplace","constant",400,63,0.62392793058626
"sir_collapsed","constant",400,63,0.620670063823246
"stan","constant",400,63,0.631701539408401
"montoril","linear",400,63,0.437688101141706
"pg_apf","linear",400,63,0.432574942660346
"sir_laplace","linear",400,63,0.43394850229302
"sir_collapsed","linear",400,63,0.426791690273388
"stan","linear",400,63,0.433636145634196
"montoril","quadratic",400,63,0.451868039955879
"pg_apf","quadratic",400,63,0.446277586262337
"sir_laplace","quadratic",400,63,0.439792238561821
"sir_collapsed","quadratic",400,63,0.43937982532416
"stan","quadratic",400,63,0.444478888860558
"montoril","sinusoidal",400,63,0.416192419111019
"pg_apf","sinusoidal",400,63,0.42088665470695
"sir_laplace","sinusoidal",400,63,0.418085410740479
"sir_collapsed","sinusoidal",400,63,0.419528172334559
"stan","sinusoidal",400,63,0.422868478474188
"montoril","constant",800,63,0.590609299643553
"pg_apf","constant",800,63,0.592584283497059
"sir_laplace","constant",800,63,0.591260629328991
"sir_collapsed","constant",800,63,0.594524287940528
"stan","constant",800,63,0.592908026846553
"montoril","linear",800,63,0.402971224451018
"pg_apf","linear",800,63,0.387248308849123
"sir_laplace","linear",800,63,0.396396880865314
"sir_collapsed","linear",800,63,0.3978224826208
"stan","linear",800,63,0.392030892943213
"montoril","quadratic",800,63,0.407619675446984
"pg_apf","quadratic",800,63,0.395794456111972
"sir_laplace","quadratic",800,63,0.39689128220929
"sir_collapsed","quadratic",800,63,0.403198110998123
"stan","quadratic",800,63,0.398185459285269
"montoril","sinusoidal",800,63,0.409604510162185
"pg_apf","sinusoidal",800,63,0.406452318211074
"sir_laplace","sinusoidal",800,63,0.408219233550586
"sir_collapsed","sinusoidal",800,63,0.415864416187136
"stan","sinusoidal",800,63,0.411345149102081
"montoril","constant",1600,63,0.472111621523084
"pg_apf","constant",1600,63,0.473350909572757
"sir_laplace","constant",1600,63,0.474884862272791
"sir_collapsed","constant",1600,63,0.477300638650305
"stan","constant",1600,63,0.471777824843038
"montoril","linear",1600,63,0.325992942229256
"pg_apf","linear",1600,63,0.322967927558408
"sir_laplace","linear",1600,63,0.326538368528566
"sir_collapsed","linear",1600,63,0.333460824964869
"stan","linear",1600,63,0.328596166362961
"montoril","quadratic",1600,63,0.319330413478378
"pg_apf","quadratic",1600,63,0.324531807452994
"sir_laplace","quadratic",1600,63,0.330345494192531
"sir_collapsed","quadratic",1600,63,0.3332762723202
"stan","quadratic",1600,63,0.32723240552247
"montoril","sinusoidal",1600,63,0.32152836761293
"pg_apf","sinusoidal",1600,63,0.323194358190985
"sir_laplace","sinusoidal",1600,63,0.327694666926294
"sir_collapsed","sinusoidal",1600,63,0.331487319577065
"stan","sinusoidal",1600,63,0.327480134611146
"montoril","constant",200,64,0.757565011215654
"pg_apf","constant",200,64,0.760418276986479
"sir_laplace","constant",200,64,0.758570589118679
"sir_collapsed","constant",200,64,0.764599792123377
"stan","constant",200,64,0.756343745223944
"montoril","linear",200,64,0.405404596844362
"pg_apf","linear",200,64,0.396863447170619
"sir_laplace","linear",200,64,0.396467403806061
"sir_collapsed","linear",200,64,0.406817611094795
"stan","linear",200,64,0.404217751962265
"montoril","quadratic",200,64,0.457958103594585
"pg_apf","quadratic",200,64,0.44974588035297
"sir_laplace","quadratic",200,64,0.449555285761583
"sir_collapsed","quadratic",200,64,0.45568971019531
"stan","quadratic",200,64,0.455548658965231
"montoril","sinusoidal",200,64,0.421106773189799
"pg_apf","sinusoidal",200,64,0.40199445023684
"sir_laplace","sinusoidal",200,64,0.39764452375574
"sir_collapsed","sinusoidal",200,64,0.410090151145939
"stan","sinusoidal",200,64,0.405205350789948
"montoril","constant",400,64,0.577123324948908
"pg_apf","constant",400,64,0.5816024781939
"sir_laplace","constant",400,64,0.582581961578439
"sir_collapsed","constant",400,64,0.587577899844823
"stan","constant",400,64,0.579822435951074
"montoril","linear",400,64,0.360320628723866
"pg_apf","linear",400,64,0.357744696188463
"sir_laplace","linear",400,64,0.364187586806238
"sir_collapsed","linear",400,64,0.36992911754093
"stan","linear",400,64,0.357126687534131
"montoril","quadratic",400,64,0.35182064231683
"pg_apf","quadratic",400,64,0.345450250158938
"sir_laplace","quadratic",400,64,0.351037766305589
"sir_collapsed","quadratic",400,64,0.360963097924303
"stan","quadratic",400,64,0.347727812288939
"montoril","sinusoidal",400,64,0.356944425232321
"pg_apf","sinusoidal",400,64,0.3477056000538
"sir_laplace","sinusoidal",400,64,0.353370115958698
"sir_collapsed","sinusoidal",400,64,0.363331844821761
"stan","sinusoidal",400,64,0.348421747348375
"montoril","constant",800,64,0.565057817215066
"pg_apf","constant",800,64,0.566477006827948
"sir_laplace","constant",800,64,0.562717776585323
"sir_collapsed","constant",800,64,0.563886703053432
"stan","constant",800,64,0.564547799619125
"montoril","linear",800,64,0.322351046784707
"pg_apf","linear",800,64,0.312813338959045
"sir_laplace","linear",800,64,0.316356837407653
"sir_collapsed","linear",800,64,0.317730699737049
"stan","linear",800,64,0.317630759240721
"montoril","quadratic",800,64,0.302726373604074
"pg_apf","quadratic",800,64,0.302965982787147
"sir_laplace","quadratic",800,64,0.306964382662831
"sir_collapsed","quadratic",800,64,0.310583007121039
"stan","quadratic",800,64,0.305677457427013
"montoril","sinusoidal",800,64,0.339716188888338
"pg_apf","sinusoidal",800,64,0.34129832368702
"sir_laplace","sinusoidal",800,64,0.344352372438899
"sir_collapsed","sinusoidal",800,64,0.343941565755182
"stan","sinusoidal",800,64,0.343604186847926
"montoril","constant",1600,64,0.470492052868972
"pg_apf","constant",1600,64,0.470471267973767
"sir_laplace","constant",1600,64,0.470115914451987
"sir_collapsed","constant",1600,64,0.470985163121609
"stan","constant",1600,64,0.469870554534832
"montoril","linear",1600,64,0.315159220264815
"pg_apf","linear",1600,64,0.303484039606954
"sir_laplace","linear",1600,64,0.307939888679727
"sir_collapsed","linear",1600,64,0.311077002639967
"stan","linear",1600,64,0.311143865054014
"montoril","quadratic",1600,64,0.302531853466812
"pg_apf","quadratic",1600,64,0.297494781505824
"sir_laplace","quadratic",1600,64,0.301122305974711
"sir_collapsed","quadratic",1600,64,0.302686021531207
"stan","quadratic",1600,64,0.301046876516069
"montoril","sinusoidal",1600,64,0.305466685927147
"pg_apf","sinusoidal",1600,64,0.312296574769494
"sir_laplace","sinusoidal",1600,64,0.316797939027278
"sir_collapsed","sinusoidal",1600,64,0.317321659721872
"stan","sinusoidal",1600,64,0.314397022171406
"montoril","constant",200,65,0.896234685740849
"pg_apf","constant",200,65,0.907355578946551
"sir_laplace","constant",200,65,0.897275007111069
"sir_collapsed","constant",200,65,0.894645786439599
"stan","constant",200,65,0.899172898982442
"montoril","linear",200,65,0.377366833340297
"pg_apf","linear",200,65,0.388096835315771
"sir_laplace","linear",200,65,0.378030441285774
"sir_collapsed","linear",200,65,0.378336812440669
"stan","linear",200,65,0.390122360425299
"montoril","quadratic",200,65,0.437290158096513
"pg_apf","quadratic",200,65,0.450955919819375
"sir_laplace","quadratic",200,65,0.443574973722674
"sir_collapsed","quadratic",200,65,0.440845456017403
"stan","quadratic",200,65,0.449166450666978
"montoril","sinusoidal",200,65,0.40504310782191
"pg_apf","sinusoidal",200,65,0.409038932268255
"sir_laplace","sinusoidal",200,65,0.410870833615571
"sir_collapsed","sinusoidal",200,65,0.399947689908017
"stan","sinusoidal",200,65,0.407877508119915
"montoril","constant",400,65,0.732680362043224
"pg_apf","constant",400,65,0.732237655903805
"sir_laplace","constant",400,65,0.733698610831002
"sir_collapsed","constant",400,65,0.737308857424023
"stan","constant",400,65,0.732217743960447
"montoril","linear",400,65,0.418200370291364
"pg_apf","linear",400,65,0.418393006091127
"sir_laplace","linear",400,65,0.420894384899257
"sir_collapsed","linear",400,65,0.42650001408259
"stan","linear",400,65,0.418807757421062
"montoril","quadratic",400,65,0.371356281025872
"pg_apf","quadratic",400,65,0.369891468761686
"sir_laplace","quadratic",400,65,0.369091841460053
"sir_collapsed","quadratic",400,65,0.373521532692232
"stan","quadratic",400,65,0.367008900410442
"montoril","sinusoidal",400,65,0.41673831370725
"pg_apf","sinusoidal",400,65,0.420040371665995
"sir_laplace","sinusoidal",400,65,0.425699325743873
"sir_collapsed","sinusoidal",400,65,0.432926707548761
"stan","sinusoidal",400,65,0.421790580087019
"montoril","constant",800,65,0.504507503636896
"pg_apf","constant",800,65,0.507115529880818
"sir_laplace","constant",800,65,0.503601157135722
"sir_collapsed","constant",800,65,0.502169115726632
"stan","constant",800,65,0.504500947867883
"montoril","linear",800,65,0.30228164689295
"pg_apf","linear",800,65,0.291857064886503
"sir_laplace","linear",800,65,0.290172647408071
"sir_collapsed","linear",800,65,0.29305642604983
"stan","linear",800,65,0.292417463961111
"montoril","quadratic",800,65,0.264277873434037
"pg_apf","quadratic",800,65,0.267956167625066
"sir_laplace","quadratic",800,65,0.268819521547445
"sir_collapsed","quadratic",800,65,0.270530966299227
"stan","quadratic",800,65,0.267038391707035
"montoril","sinusoidal",800,65,0.263950372565045
"pg_apf","sinusoidal",800,65,0.267324341432138
"sir_laplace","sinusoidal",800,65,0.267732757843003
"sir_collapsed","sinusoidal",800,65,0.268682622735744
"stan","sinusoidal",800,65,0.268843200074056
"montoril","constant",1600,65,0.476707594673598
"pg_apf","constant",1600,65,0.474475263361283
"sir_laplace","constant",1600,65,0.472701165923145
